cpa,interview_score,CV_score,num_projects,years_experience,KPI
2.52,3.94,3.37,8,17.1,0.4045
3.45,7.54,3.93,7,14.58,0.6526
3.41,6.56,3.29,4,13.7,0.454
2.04,0.03,1.71,9,14.11,0.217
2.5,6.95,3.77,6,19.67,0.5249
2.89,4.12,3.28,7,12.89,0.5768
2.65,5.25,3.61,11,20.78,0.5557
2.35,2.4,1.8,9,16.81,0.3842
2.79,4.42,2.57,5,6.43,0.2179
3.57,8.84,3.99,7,10.38,0.5842
2.91,4.53,4.53,3,10.06,0.3968
3.19,6.56,2.18,2,8.85,0.2882
2.28,2.22,1.47,11,21.95,0.3728
3.31,5.03,5.2,1,3.57,0.352
2.66,5.18,3.72,7,16.33,0.5114
3.12,7.28,5.01,11,19.26,0.6115
2.56,4.7,1.56,5,8.26,0.3302
3.66,9.64,3.08,2,3.92,0.4987
2.92,4.75,2.65,1,4.03,0.2981
3.03,7.38,4.42,6,17.41,0.538
3.22,5.76,3.5,3,12.34,0.4064
2.41,4.17,0.57,4,15.18,0.3382
3.14,5.8,3.96,5,16.21,0.4992
3.88,9.42,9.42,6,19.84,0.8046
3.31,7.18,5.97,6,12.06,0.6382
2.61,6.83,2.43,7,15.07,0.5072
3.28,5.53,3.57,2,0.04,0.3164
3.72,6.44,5.18,9,13.15,0.6023
2.31,4.3,1.87,4,7.82,0.2774
3.56,9.68,4.62,7,21.09,0.729
3.66,7.03,4.35,8,13.29,0.5399
2.42,2.88,2.21,6,17.99,0.5256
3.57,8.16,5.81,3,0.16,0.3733
2.59,5.58,1.95,5,17.56,0.4955
2.78,7.02,4.15,6,13.32,0.5567
3.36,5.96,3.06,1,2.45,0.4114
2.89,4.42,3.7,10,20.73,0.5801
2.96,4.26,3.74,5,10.17,0.4565
3.85,8.72,6.43,11,19.56,0.8172
3.6,7.44,4.1,5,15.18,0.5576
2.66,3.42,2.56,12,20.7,0.5258
2.45,2.24,2.24,0,0.0,0.0
3.65,9.54,4.53,1,4.21,0.4492
2.28,3.52,1.68,5,9.91,0.3023
2.53,3.81,1.61,2,2.22,0.1903
2.75,3.06,3.4,7,9.42,0.4143
2.24,4.6,3.27,8,14.65,0.4084
3.12,4.39,2.51,3,8.95,0.2599
4.0,9.21,5.14,2,7.09,0.6038
3.53,10.0,4.49,8,14.6,0.6827
3.19,4.3,4.3,4,13.23,0.4373
3.0,5.74,3.81,9,14.15,0.63
3.31,6.48,3.2,1,4.76,0.2955
3.36,6.78,2.92,3,5.84,0.4773
3.08,4.93,3.44,6,13.86,0.4309
2.41,3.35,1.91,2,2.91,0.2107
3.29,5.89,4.0,3,6.43,0.4108
3.19,5.84,3.05,4,14.32,0.4635
3.68,5.67,4.53,3,5.04,0.3961
2.95,7.39,3.82,6,9.6,0.4111
3.13,3.93,3.97,5,17.31,0.4478
2.38,5.22,4.38,4,10.07,0.2417
2.54,2.71,2.71,0,0.0,0.0
3.03,5.55,4.51,5,15.12,0.5938
2.9,4.27,2.82,2,7.18,0.3328
2.04,0.2,0.2,0,0.0,0.0
3.99,9.94,9.94,6,20.88,0.8444
2.91,3.82,3.32,5,15.61,0.367
3.25,5.61,2.91,2,4.56,0.415
3.33,5.8,3.37,1,1.42,0.3089
3.2,6.97,2.77,3,12.0,0.4692
2.27,2.23,2.73,4,10.04,0.2916
2.57,3.22,2.95,7,21.36,0.5154
2.56,3.97,3.49,4,8.72,0.3801
2.76,4.81,2.6,9,16.54,0.4148
2.73,4.28,3.36,1,0.78,0.1913
2.47,4.05,3.67,8,18.02,0.4462
2.69,2.99,2.79,5,17.32,0.407
3.97,9.86,9.86,10,20.72,0.8662
2.62,2.04,3.02,10,18.81,0.4421
2.24,0.36,2.15,4,12.42,0.2249
2.61,3.04,1.9,2,0.47,0.1294
3.06,4.71,3.97,2,6.33,0.4359
2.78,3.77,2.7,12,21.09,0.5222
2.59,5.13,1.03,11,20.4,0.3811
2.33,3.7,2.97,6,16.49,0.3233
3.04,4.74,3.48,2,4.65,0.3511
2.97,4.87,4.87,3,10.74,0.4228
3.13,5.81,3.16,11,20.19,0.5071
2.18,2.89,0.18,2,4.54,0.1672
2.88,4.56,3.84,5,13.63,0.5116
2.82,3.83,2.28,5,9.16,0.4227
3.04,5.83,2.08,4,15.48,0.4253
4.0,7.69,4.8,8,11.89,0.6085
4.0,8.48,6.19,8,20.0,0.7168
2.64,3.41,4.02,8,21.47,0.4587
2.53,4.06,1.32,6,9.96,0.2433
2.58,3.58,2.82,2,6.66,0.2861
2.55,3.19,2.83,11,17.5,0.3791
3.79,8.31,6.48,7,11.06,0.6981
2.86,3.89,4.24,7,19.96,0.5958
3.11,7.91,6.47,2,7.33,0.5177
3.08,6.22,3.69,11,18.6,0.6035
3.3,7.77,6.66,2,7.62,0.5071
2.2,4.77,2.15,7,14.54,0.4189
3.18,5.43,4.5,2,2.96,0.4536
3.5,7.52,7.52,8,16.03,0.6748
2.57,5.63,2.24,6,16.95,0.3721
2.74,4.5,3.68,7,12.54,0.4246
2.88,5.15,4.28,8,18.77,0.5368
3.54,7.69,3.21,1,5.01,0.5191
3.68,6.52,3.8,3,4.79,0.4359
2.26,3.66,2.52,6,10.81,0.2702
2.76,5.93,1.05,4,9.15,0.3311
2.81,2.7,1.89,7,9.48,0.3291
3.59,6.63,4.62,8,15.78,0.6285
3.0,5.46,3.76,13,20.59,0.4974
2.83,6.04,2.3,5,12.78,0.4151
2.75,5.89,3.81,5,10.64,0.3611
3.17,5.86,3.14,9,15.93,0.6086
3.69,8.66,4.57,4,5.75,0.5949
3.33,4.52,2.14,3,4.67,0.3776
3.94,9.68,9.68,7,20.36,0.8328
2.82,4.6,2.61,9,18.14,0.5039
3.0,6.76,4.77,2,5.57,0.3695
2.56,3.4,1.67,1,2.96,0.2943
3.93,9.64,9.64,10,20.28,0.8493
2.48,5.63,4.13,5,9.3,0.3932
2.97,3.49,3.01,7,11.74,0.3643
3.6,8.37,4.27,4,12.73,0.6874
3.28,7.67,3.45,5,9.55,0.4734
3.3,6.2,2.53,4,10.09,0.4097
2.81,4.96,2.86,2,2.89,0.3387
2.54,3.46,1.86,6,15.18,0.4252
2.45,5.45,3.26,4,6.31,0.358
2.98,3.41,3.64,11,20.64,0.4243
3.53,8.99,4.52,7,21.83,0.6603
2.12,4.59,1.19,9,14.98,0.2926
3.03,5.56,3.74,1,2.1,0.2587
2.64,4.73,3.55,1,4.9,0.3807
2.79,3.86,1.16,3,8.73,0.1646
2.61,3.99,0.06,4,15.34,0.3321
3.75,7.45,5.58,7,15.96,0.6245
2.29,2.73,0.18,8,21.9,0.3771
2.53,5.14,2.64,3,4.22,0.2549
3.18,4.49,3.57,5,9.03,0.3061
3.84,4.9,4.46,9,19.55,0.5818
2.08,0.42,0.42,0,0.0,0.0
3.62,4.41,5.11,5,12.27,0.6019
2.75,3.38,3.6,3,8.21,0.3943
3.06,3.4,3.07,4,13.73,0.3624
3.0,7.31,4.1,7,15.77,0.5312
3.34,6.22,5.43,8,20.12,0.5774
2.47,2.34,2.34,0,0.0,0.0
3.49,10.0,3.9,3,5.45,0.4448
2.58,3.27,2.89,5,12.75,0.3822
3.31,5.87,4.44,7,15.85,0.5731
2.57,2.53,2.64,5,6.67,0.3186
3.2,2.7,2.94,2,2.7,0.3068
3.66,7.47,5.04,3,10.3,0.5314
2.84,4.19,4.19,3,9.38,0.3707
3.21,7.12,4.21,10,19.49,0.6456
3.0,5.01,5.01,4,11.02,0.4472
2.66,3.53,2.17,5,14.14,0.3213
3.53,7.66,7.66,10,16.31,0.6978
3.05,5.41,2.91,7,21.46,0.6016
3.14,7.07,4.31,3,10.64,0.4439
3.05,3.84,1.82,3,7.64,0.3018
2.64,5.64,3.79,5,12.2,0.4004
3.3,7.73,4.38,2,1.04,0.4685
2.95,4.77,1.94,7,12.08,0.4768
2.72,3.21,3.06,4,8.45,0.3843
3.44,5.4,2.76,4,6.86,0.3934
3.05,6.02,4.39,8,12.58,0.6099
3.12,2.38,2.4,2,7.18,0.3226
3.34,4.44,3.04,11,20.3,0.6039
3.29,6.63,4.78,9,15.91,0.5321
3.0,2.4,1.52,7,16.95,0.4414
3.12,4.55,3.01,10,16.36,0.4747
2.7,4.68,2.71,4,7.48,0.445
2.98,4.2,2.72,5,8.63,0.3631
2.84,3.53,1.64,1,1.71,0.21
2.87,5.74,2.56,2,0.32,0.2932
3.26,5.64,3.99,6,10.73,0.5327
3.52,4.5,2.96,8,21.4,0.4649
2.8,2.89,1.68,5,8.46,0.2294
3.07,3.43,4.68,5,12.9,0.3902
2.69,5.12,3.13,9,16.47,0.5178
2.62,3.9,4.17,4,8.71,0.2933
3.33,6.93,4.95,7,13.29,0.5214
3.06,4.61,4.94,2,0.46,0.2353
2.88,3.12,1.74,3,3.6,0.2718
3.32,3.2,3.41,2,3.88,0.351
3.97,9.84,9.84,8,20.68,0.8523
3.28,8.13,5.5,5,16.01,0.6881
2.55,3.46,3.87,7,17.16,0.4176
2.69,3.43,3.43,0,0.0,0.0256
3.5,7.02,4.98,9,18.86,0.7047
3.44,6.43,5.21,10,20.44,0.6578
2.94,6.29,3.83,8,13.39,0.6102
3.18,6.74,5.09,5,8.13,0.5502
2.53,7.84,3.42,11,19.32,0.5156
3.58,7.17,4.3,2,2.68,0.5275
3.36,4.81,3.73,2,4.27,0.4222
3.26,7.76,5.16,11,20.83,0.6597
2.96,6.63,4.25,2,8.14,0.3351
3.59,5.98,4.44,6,9.94,0.5354
3.41,7.45,3.69,7,17.93,0.5597
3.09,7.2,3.52,3,6.45,0.3788
3.06,4.8,3.56,9,16.79,0.5684
2.54,2.82,1.07,10,19.25,0.3057
2.87,5.64,4.28,5,11.08,0.3784
2.53,2.63,2.62,7,21.21,0.4138
2.74,5.05,3.55,8,19.47,0.4596
2.78,5.72,2.61,7,19.59,0.5202
2.89,7.66,4.52,8,13.4,0.4602
2.77,5.58,5.22,5,14.62,0.4234
2.48,3.19,2.26,3,5.44,0.3353
3.77,6.44,5.95,5,16.85,0.7351
2.96,4.84,2.05,7,17.15,0.4086
3.51,6.08,3.14,10,15.87,0.5969
2.7,5.43,2.77,2,4.2,0.2508
2.64,7.35,4.2,9,16.6,0.5549
3.11,5.51,3.35,7,12.49,0.3875
3.07,5.92,4.31,4,13.67,0.5561
2.6,6.12,2.1,6,12.03,0.4224
4.0,8.96,6.58,6,13.87,0.7825
2.25,2.14,2.16,7,17.57,0.391
3.13,4.51,2.07,1,3.61,0.2797
2.81,4.0,3.4,4,6.63,0.3584
3.73,6.44,5.24,1,4.94,0.3906
3.44,5.99,5.41,2,4.27,0.3698
3.49,7.52,3.67,7,15.47,0.6369
2.88,4.29,2.95,3,10.98,0.3312
2.97,2.41,1.76,1,1.72,0.2313
3.36,6.56,2.32,7,14.96,0.5556
2.75,3.75,3.75,5,8.49,0.3621
3.43,4.6,4.03,4,13.66,0.4811
3.03,4.58,2.93,7,11.24,0.3753
2.95,4.89,5.05,9,14.39,0.517
2.98,4.02,3.47,7,10.21,0.3706
3.71,8.25,5.38,7,20.62,0.7037
2.77,6.31,2.88,6,14.35,0.4518
3.19,5.92,4.77,7,16.22,0.5305
2.08,0.4,0.4,0,0.0,0.0
2.81,4.06,1.54,8,16.09,0.3321
2.59,4.67,2.2,10,21.1,0.5307
2.97,5.12,4.15,6,19.1,0.5876
3.11,5.51,3.12,5,0.85,0.3377
2.0,1.95,3.34,3,8.56,0.1777
2.3,3.44,2.0,2,1.55,0.2007
3.2,5.1,2.93,9,21.25,0.6042
2.66,3.68,2.37,7,14.88,0.4825
3.06,5.75,3.66,8,16.06,0.4482
3.66,5.05,3.69,3,11.35,0.493
2.29,1.17,1.66,4,6.24,0.2259
3.24,7.78,4.26,5,0.94,0.4509
2.82,5.97,2.41,3,7.77,0.3526
3.57,9.32,2.83,4,12.89,0.5495
3.63,8.08,5.65,8,13.95,0.6087
3.24,5.42,4.01,9,19.96,0.5384
3.09,6.9,3.85,11,18.62,0.6188
2.95,4.89,2.08,2,2.64,0.251
3.51,5.86,2.43,14,21.96,0.5488
3.74,8.19,5.25,1,4.85,0.504
2.82,5.23,1.68,5,10.35,0.3916
3.66,7.97,5.64,12,19.77,0.6766
3.45,6.44,4.45,10,15.1,0.5932
3.23,5.71,5.33,2,9.31,0.3873
3.28,5.26,3.05,6,12.52,0.5786
3.72,6.93,4.53,8,20.66,0.7077
2.46,3.7,3.52,7,10.89,0.3662
2.69,4.31,3.61,1,1.57,0.2316
3.43,7.07,4.24,3,4.45,0.4275
2.0,2.2,3.05,4,9.49,0.2793
2.61,4.29,3.24,11,19.3,0.4459
2.64,6.22,3.31,10,17.12,0.5192
3.53,6.69,4.61,6,18.62,0.669
2.83,5.18,4.75,6,12.24,0.4736
3.17,6.44,3.3,8,14.56,0.4764
2.5,4.94,2.92,7,17.92,0.397
3.27,6.04,4.62,1,4.18,0.3747
2.82,2.94,4.99,12,20.14,0.5749
2.93,6.15,4.94,6,10.96,0.5174
2.9,4.95,4.18,5,10.28,0.4571
3.11,6.23,3.86,10,17.82,0.6178
2.77,4.99,2.57,6,13.59,0.3906
3.34,6.69,6.69,7,14.39,0.6048
3.24,6.29,3.94,5,12.29,0.5157
3.05,6.44,2.59,6,17.39,0.5386
3.91,6.37,4.31,1,3.2,0.4556
3.42,6.33,4.26,1,3.01,0.4902
3.23,7.48,4.62,4,11.31,0.4361
2.5,4.3,3.12,3,4.26,0.3145
3.4,5.22,4.64,4,9.2,0.4538
2.54,3.73,1.54,8,19.37,0.4368
2.66,5.68,3.1,2,7.35,0.381
2.6,4.51,3.81,1,2.77,0.1704
3.42,8.92,3.69,6,11.18,0.6522
2.66,4.97,2.62,7,21.38,0.5374
4.0,7.75,3.7,6,14.89,0.5754
3.24,5.11,4.65,5,10.97,0.5387
3.45,6.9,3.79,10,18.75,0.6301
3.7,7.34,6.1,8,18.48,0.6529
2.65,4.27,2.19,5,13.04,0.4436
3.02,5.14,4.09,5,11.96,0.444
2.99,5.89,2.47,13,21.2,0.5888
3.03,5.78,3.27,8,19.48,0.5693
2.41,3.74,2.02,3,4.86,0.1738
2.39,3.41,2.68,2,4.63,0.1641
2.78,3.89,3.89,6,8.78,0.3823
2.86,5.47,2.83,2,8.53,0.1887
3.52,5.9,4.11,3,0.41,0.5953
3.55,7.32,4.14,3,4.22,0.5098
2.94,6.02,4.75,5,17.14,0.559
2.34,1.16,2.43,8,19.31,0.3341
2.75,2.8,1.81,2,2.81,0.2753
3.18,7.94,4.35,11,20.63,0.6496
2.75,3.71,1.65,2,7.4,0.3382
2.39,2.7,1.42,11,19.09,0.3395
3.39,7.06,2.56,7,14.98,0.5573
2.91,4.58,4.12,6,17.49,0.5719
2.61,3.65,1.14,1,4.63,0.1953
3.09,6.77,4.42,1,3.95,0.2671
3.52,10.0,4.73,4,5.65,0.5459
3.17,3.19,2.76,3,7.44,0.3753
2.95,5.45,3.37,13,21.78,0.5421
2.57,5.24,3.01,6,15.09,0.4428
2.84,1.31,2.83,3,10.71,0.3459
3.4,6.15,3.15,5,9.5,0.3973
2.69,3.54,1.59,7,14.74,0.3418
3.95,9.76,9.76,11,20.52,0.8639
2.82,3.82,1.54,11,20.15,0.4625
3.53,7.31,4.61,1,1.0,0.3409
2.5,3.33,2.3,4,4.45,0.2398
2.64,3.7,3.79,6,20.77,0.4784
2.18,1.78,2.19,9,15.89,0.4432
2.4,4.64,2.77,11,18.67,0.4452
2.41,4.82,1.99,4,11.03,0.2795
3.47,5.66,4.28,8,16.12,0.5136
2.48,1.37,1.46,2,4.45,0.1471
2.51,2.53,2.53,0,0.0,0.0
3.18,5.53,2.17,1,2.52,0.2177
2.89,8.91,3.49,8,17.67,0.515
2.73,5.07,2.12,3,10.07,0.3388
2.25,4.15,1.34,4,0.57,0.1266
2.5,3.46,3.89,12,21.83,0.4595
3.35,7.36,3.95,1,4.73,0.4258
3.94,6.39,3.92,8,15.53,0.6651
3.49,7.56,3.86,5,16.7,0.5802
2.44,2.22,2.22,0,0.0,0.0
2.97,4.7,2.69,4,5.78,0.3211
2.57,5.95,2.34,8,13.89,0.3445
2.47,5.18,3.57,2,2.09,0.2605
3.01,8.04,4.52,1,0.05,0.3668
2.19,3.78,3.42,3,9.44,0.1841
3.43,4.61,2.73,9,14.34,0.499
2.97,4.49,2.91,10,21.24,0.6228
3.15,7.58,4.17,7,12.04,0.5866
3.12,5.7,4.27,6,20.31,0.5701
3.11,7.02,3.92,3,7.82,0.3742
3.49,8.04,3.93,6,21.65,0.6089
2.55,4.27,1.82,2,5.85,0.3015
2.16,4.84,2.06,3,0.33,0.2222
2.96,6.54,5.11,10,19.42,0.6781
2.33,2.91,2.65,6,8.8,0.328
2.61,3.05,3.05,0,0.0,0.0028
3.23,5.68,4.9,3,0.92,0.3235
2.71,4.95,3.14,6,18.35,0.3777
3.18,6.49,2.56,8,15.51,0.4415
2.96,6.28,4.06,2,3.24,0.3564
3.07,7.91,6.08,5,6.92,0.5091
2.76,5.29,3.63,5,12.2,0.395
3.19,3.75,3.93,5,17.24,0.5648
2.7,3.76,0.0,9,18.95,0.4623
3.22,6.76,3.42,7,9.76,0.5355
2.71,3.99,3.19,3,9.28,0.215
2.78,6.39,4.74,5,6.82,0.3586
3.11,5.55,3.8,3,4.88,0.3878
2.71,7.82,3.47,6,10.21,0.432
2.42,4.84,2.21,4,8.34,0.2786
3.2,5.9,3.84,2,0.76,0.4038
2.75,6.25,3.49,2,6.85,0.4225
3.0,4.49,3.34,10,21.24,0.6305
2.73,4.11,2.0,8,21.29,0.3696
2.57,2.87,2.87,0,0.0,0.0
3.58,7.84,4.34,3,8.72,0.4895
2.58,5.47,3.17,5,9.45,0.3459
2.71,3.53,3.53,6,8.05,0.3547
3.23,5.77,5.41,7,10.14,0.4613
3.91,9.01,4.0,4,6.33,0.6449
3.3,7.91,3.81,6,8.6,0.5354
2.88,5.35,3.08,5,6.4,0.4592
2.96,6.35,3.3,7,12.52,0.537
2.61,3.03,1.93,7,21.15,0.473
2.66,4.7,2.45,3,8.18,0.2228
2.44,3.87,2.34,7,18.49,0.3414
2.74,4.84,2.31,6,21.07,0.4887
2.62,5.2,2.68,8,16.63,0.4881
2.89,5.98,4.73,3,12.17,0.4331
3.52,5.7,3.6,2,3.92,0.3082
2.81,3.55,2.1,5,14.73,0.3941
3.22,6.93,3.44,7,19.14,0.5978
3.53,6.6,5.38,2,1.12,0.4126
2.95,7.86,4.77,1,5.02,0.2876
2.48,3.39,3.32,3,6.96,0.214
3.32,3.71,1.82,1,4.83,0.2413
3.16,4.77,2.18,8,20.51,0.4641
3.08,3.73,1.92,8,13.62,0.5695
2.59,5.21,2.89,1,1.04,0.1183
3.19,5.55,4.62,11,18.48,0.6366
2.98,4.48,3.54,2,8.78,0.4106
3.34,6.73,4.08,2,8.14,0.4433
2.57,5.29,2.36,9,17.94,0.4105
3.19,7.46,3.22,5,14.23,0.4898
3.82,9.12,9.12,6,19.24,0.7817
2.82,4.09,4.09,5,9.18,0.3881
3.06,3.97,3.81,8,16.89,0.4565
2.96,3.61,2.5,8,16.23,0.3929
2.82,2.42,2.55,3,2.54,0.221
3.74,7.01,4.64,10,15.3,0.6146
2.79,5.85,4.42,1,4.15,0.2503
3.03,5.58,3.07,6,13.27,0.4049
2.79,6.73,3.57,1,2.54,0.341
2.95,4.75,4.75,6,10.5,0.4481
2.49,3.08,2.52,8,12.09,0.4691
2.67,6.2,2.68,3,6.5,0.282
3.55,6.19,4.58,2,3.53,0.5116
2.1,0.5,0.5,0,0.0,0.0
2.58,4.54,1.84,6,18.19,0.4394
2.31,4.27,2.98,4,14.48,0.2912
2.24,5.23,0.85,4,9.23,0.3196
2.77,5.85,3.52,6,21.0,0.4914
3.14,5.32,1.1,3,6.35,0.4197
2.67,4.68,2.86,1,5.1,0.3068
2.75,3.35,1.53,7,12.51,0.2859
3.55,5.34,4.94,7,21.87,0.6258
3.31,6.55,6.55,6,14.11,0.5858
2.24,1.22,1.22,0,0.0,0.0
2.57,4.61,2.12,4,12.81,0.3835
3.3,4.19,3.63,3,5.01,0.3262
2.71,2.41,2.4,2,3.6,0.3092
2.53,4.43,2.83,8,15.68,0.3642
2.19,2.99,2.32,8,13.55,0.3048
2.91,3.31,4.38,6,12.03,0.2358
3.86,9.32,9.32,11,19.64,0.8302
2.24,2.29,1.6,2,1.29,0.1578
2.91,4.6,1.62,2,1.94,0.2514
2.22,1.08,1.08,0,0.0,0.0
3.43,6.64,4.64,9,18.58,0.5769
2.84,2.43,2.91,8,17.13,0.4562
2.36,3.62,2.67,4,6.04,0.3678
2.47,5.28,3.93,3,10.05,0.4182
3.36,5.21,4.36,6,15.07,0.5089
3.2,4.36,4.26,1,4.0,0.257
2.9,4.4,4.02,7,20.58,0.5234
2.62,4.65,1.98,5,16.45,0.5024
3.33,6.58,4.07,11,18.99,0.6333
2.54,5.59,4.46,5,17.02,0.3306
2.38,1.9,1.9,0,0.0,0.0
2.76,3.23,1.04,4,5.1,0.2633
3.59,7.93,6.01,5,12.7,0.6298
2.62,6.11,2.31,4,5.63,0.4076
2.99,4.93,1.41,4,14.64,0.4572
3.49,7.56,3.69,8,18.65,0.6155
2.79,5.41,1.44,12,21.52,0.5805
3.62,7.13,4.29,3,4.67,0.4667
2.99,5.5,3.68,5,7.05,0.3684
3.42,6.46,6.74,2,6.33,0.6039
2.96,6.16,5.27,6,20.06,0.5341
2.37,4.28,3.14,7,13.47,0.3736
2.67,5.35,3.03,4,7.38,0.3032
2.49,5.46,2.69,1,2.77,0.3475
3.3,6.27,3.59,9,16.28,0.5563
2.63,4.68,2.15,9,14.65,0.3715
2.64,4.19,3.29,6,19.58,0.3497
2.69,3.98,1.61,3,2.9,0.2199
2.45,5.36,3.54,5,18.72,0.4262
3.55,8.92,4.24,10,17.37,0.7653
3.74,7.09,4.34,4,12.18,0.5174
3.12,5.18,3.17,2,4.96,0.3704
2.22,2.78,3.94,1,4.15,0.197
3.05,3.57,3.4,7,11.63,0.3917
3.53,6.52,4.05,7,18.28,0.5646
2.93,4.55,2.69,8,19.33,0.4438
2.69,4.1,1.71,6,8.62,0.295
2.11,0.54,0.54,0,0.0,0.0
3.14,5.77,3.23,10,19.58,0.5157
3.03,6.63,3.5,6,10.31,0.4274
2.93,4.94,3.08,9,19.94,0.491
2.68,2.03,2.03,10,21.39,0.4418
2.27,2.54,2.38,1,5.89,0.1562
3.26,6.79,4.11,2,7.39,0.3819
2.38,3.01,0.02,6,12.65,0.3351
2.36,2.78,0.23,2,3.77,0.1357
3.4,6.97,4.99,1,3.0,0.4842
2.99,8.57,5.29,9,15.97,0.6104
3.86,7.57,5.09,9,21.43,0.583
2.71,2.24,1.87,5,14.46,0.3079
3.62,8.1,8.1,10,17.19,0.7315
3.27,6.33,6.33,7,13.67,0.5772
2.81,0.49,2.14,5,7.26,0.2943
2.78,2.64,2.96,1,4.08,0.2976
2.4,2.5,0.74,5,0.14,0.2025
3.58,8.02,4.86,9,21.08,0.6434
2.93,4.39,2.68,3,6.29,0.3235
2.03,0.14,0.14,0,0.0,0.0
2.67,5.94,1.96,6,14.74,0.4518
3.06,8.14,2.46,7,16.57,0.6199
3.0,6.08,2.9,0,0.92,0.0365
2.25,3.89,1.63,2,4.95,0.0806
3.24,5.44,3.78,3,0.84,0.3368
2.85,5.91,4.64,2,4.72,0.4026
3.27,6.71,5.13,11,17.64,0.5668
3.31,8.11,4.4,1,1.11,0.3358
3.22,6.09,6.09,5,13.18,0.5411
2.68,5.09,5.56,6,10.56,0.3934
2.78,4.84,4.46,11,21.53,0.5625
2.89,4.05,3.37,2,7.32,0.1835
3.05,6.32,4.5,7,18.46,0.5939
2.93,5.01,3.34,7,15.09,0.5833
2.65,5.56,2.01,1,4.14,0.2929
2.37,2.25,1.31,3,9.71,0.2307
3.45,5.47,3.55,7,12.98,0.5418
3.15,6.04,3.8,2,2.86,0.4785
3.39,7.12,4.86,8,17.94,0.5818
2.6,5.04,2.86,4,12.65,0.4715
3.32,4.75,3.46,7,15.42,0.6206
3.69,5.73,4.33,11,17.8,0.6319
3.01,2.55,3.09,0,0.73,0.0028
2.97,3.88,3.38,4,10.01,0.3375
2.71,5.08,2.14,6,13.0,0.3947
3.01,4.88,2.61,8,12.35,0.4652
3.17,5.21,4.77,4,13.33,0.4995
3.2,4.71,3.52,10,17.78,0.5722
3.18,5.73,2.95,4,13.82,0.3944
2.69,3.68,1.72,3,3.49,0.2985
3.37,4.76,3.04,3,3.16,0.3499
3.62,7.68,5.37,4,10.87,0.6066
3.1,4.03,2.85,2,2.84,0.4118
2.67,4.66,1.34,6,11.08,0.3472
3.19,5.95,3.78,2,3.12,0.3652
2.89,5.55,3.78,4,11.36,0.3891
2.77,4.1,2.45,3,8.36,0.3292
3.73,5.68,3.82,5,12.47,0.6317
2.14,4.51,2.23,3,8.47,0.1182
3.22,4.94,2.6,2,6.37,0.4573
2.2,1.31,1.72,4,10.81,0.3577
2.64,3.19,3.19,0,0.0,0.0112
3.38,7.54,2.85,7,14.22,0.6126
3.39,6.78,4.21,5,7.19,0.4037
2.98,4.53,3.01,8,15.64,0.5083
2.72,4.18,3.69,12,21.32,0.4609
3.58,8.07,4.59,2,0.69,0.4739
3.37,5.71,3.86,6,13.7,0.5922
2.93,7.09,4.43,13,21.78,0.5666
2.29,4.65,2.93,5,7.74,0.2806
3.62,8.12,8.12,9,17.23,0.7272
2.58,3.37,1.95,4,9.51,0.2635
3.5,8.78,4.11,9,13.85,0.4727
3.05,6.26,4.35,3,0.97,0.4147
3.08,5.95,3.98,2,1.73,0.3333
2.58,4.22,1.1,3,4.03,0.283
3.54,7.37,3.09,6,8.69,0.6226
3.36,7.88,4.13,8,21.38,0.6677
2.88,3.75,3.15,8,16.92,0.5116
2.59,2.97,2.97,0,0.0,0.0
3.38,6.89,6.89,4,14.79,0.5911
3.66,8.28,8.28,10,17.55,0.7453
2.62,2.78,1.32,4,10.49,0.2992
2.34,2.27,3.73,5,8.89,0.3736
3.03,5.8,3.87,5,14.76,0.5103
3.11,5.55,5.55,3,12.1,0.4748
3.15,6.72,4.63,2,6.77,0.4439
2.99,5.84,3.72,4,8.89,0.4568
3.6,6.41,4.2,7,13.2,0.5492
2.92,7.19,1.41,3,11.06,0.3238
2.05,0.26,0.26,0,0.0,0.0
2.79,5.4,3.1,9,21.25,0.4449
3.24,3.51,3.01,6,15.46,0.4103
3.53,8.89,4.3,2,3.17,0.5269
3.13,5.13,3.59,6,11.73,0.5069
3.07,3.1,3.45,9,13.83,0.4042
3.29,7.18,4.6,1,1.44,0.3961
2.61,0.63,1.48,5,13.37,0.2402
3.06,7.59,3.33,6,13.95,0.4962
3.81,7.21,4.93,6,10.58,0.6165
2.86,3.78,2.04,4,4.82,0.2825
2.91,4.55,4.55,4,10.1,0.412
3.82,6.3,4.97,5,7.78,0.6074
3.23,6.69,2.95,2,1.61,0.4469
3.85,8.04,5.0,10,16.69,0.6612
2.8,4.25,2.91,5,9.41,0.2618
3.25,8.39,3.45,4,11.31,0.49
2.7,3.64,1.71,1,2.67,0.1629
2.9,3.5,3.24,6,9.79,0.3647
2.17,1.96,2.09,2,3.73,0.0991
2.7,3.58,0.37,2,2.82,0.2467
3.1,6.78,2.62,12,21.11,0.6108
2.87,6.27,3.31,12,18.95,0.5134
2.42,4.15,1.92,1,0.32,0.1803
3.02,3.71,3.85,8,19.99,0.529
3.34,6.74,4.37,8,13.56,0.5536
3.18,8.34,4.02,8,11.66,0.4757
3.81,9.39,4.94,7,13.85,0.688
2.59,2.93,2.93,0,0.0,0.0
2.31,3.51,1.92,2,6.8,0.2111
2.25,1.24,1.24,0,0.0,0.0
3.17,6.09,3.24,6,20.82,0.4879
3.35,8.03,6.4,5,12.49,0.6465
