total_projects,total_tasks,hard_tasks,years_at_company,KPI
2,7,0,0.1,0.891
1,27,2,0.62,0.7202
2,4,0,0.28,0.5937
1,26,23,1.33,0.5533
1,17,0,0.1,0.824
1,3,2,0.1,0.5833
1,16,3,3.87,0.9031
1,3,3,0.12,0.4461
4,4,0,3.7,0.8766
1,37,18,0.79,0.6264
2,17,2,0.15,0.8879
1,22,22,1.25,0.5193
1,7,3,0.96,0.2429
2,7,7,0.56,0.4871
1,3,1,0.1,0.6688
1,3,3,0.1,0.5651
1,4,3,0.1,0.2861
1,7,1,0.2,0.4707
1,32,1,0.6,0.858
1,7,0,0.1,0.6237
1,15,10,4.11,0.4801
1,4,4,0.1,0.0786
3,14,9,5.44,0.5639
7,16,15,4.63,0.5084
1,6,4,0.31,0.45
1,9,5,0.1,0.5489
2,3,2,0.27,0.4494
1,8,1,0.32,0.4659
3,13,6,8.02,0.7528
1,7,0,0.22,0.7834
1,5,0,0.1,0.8643
1,5,4,2.72,0.4946
2,3,0,0.23,0.8288
2,3,2,0.17,0.5017
3,4,3,5.45,0.7585
2,170,164,2.58,0.53
2,3,2,0.63,0.4957
2,5,5,0.1,0.34
1,17,17,1.12,0.339
1,4,4,0.79,0.5298
1,4,1,0.1,0.8117
2,24,24,1.77,0.4386
1,3,3,0.16,0.2128
1,67,60,1.43,0.667
3,3,2,0.27,0.2299
1,3,3,0.75,0.3667
1,4,3,0.84,0.5701
4,93,91,6.23,0.4982
1,4,1,0.24,0.6168
2,3,3,0.39,0.1936
1,3,0,0.19,0.5423
1,14,1,0.31,0.5835
1,5,0,0.1,0.5808
1,22,5,2.56,0.8374
1,13,10,0.35,0.1551
2,10,0,0.1,0.4856
3,84,82,5.16,0.6331
1,4,1,0.1,0.4375
2,6,0,0.1,0.8711
1,9,0,0.1,0.5161
5,65,48,1.99,0.3562
2,10,0,0.18,0.4772
1,26,1,1.06,0.7058
5,94,85,3.89,0.552
1,20,18,3.94,0.4633
1,33,19,0.57,0.66
1,3,3,0.71,0.4406
1,51,44,0.82,0.4418
1,3,3,0.99,0.5088
1,6,5,0.71,0.56
1,3,1,0.19,0.8419
2,21,8,0.37,0.8263
1,6,5,1.32,0.5297
2,6,2,0.19,0.4203
2,6,0,0.19,0.5021
3,6,2,0.72,0.8928
1,3,0,0.44,0.971
2,3,2,0.1,0.0775
2,5,5,0.1,0.496
1,3,0,1.54,0.8804
2,6,1,0.65,0.8583
1,7,2,0.13,0.5643
1,11,4,0.1,0.6261
1,28,5,2.85,0.9101
2,8,6,2.43,0.2262
1,9,0,0.1,0.5227
1,4,4,0.1,0.1738
2,6,4,0.1,0.2503
2,12,11,0.25,0.2085
5,50,47,10.0,0.697
2,13,12,0.59,0.122
3,101,97,8.89,0.4575
2,6,3,0.96,0.5309
1,3,0,0.52,0.6353
1,5,0,0.39,0.6128
2,9,6,4.44,0.514
2,6,6,0.1,0.4749
2,7,5,0.14,0.3963
1,5,5,0.1,0.6275
1,12,12,0.1,0.5
1,5,1,0.4,0.4927
1,3,2,0.1,0.3873
1,3,3,1.55,0.4066
1,8,2,0.42,0.5689
3,3,0,1.89,0.7695
2,4,4,0.12,0.2552
6,7,6,4.1,0.3273
2,3,1,0.31,0.6769
1,3,3,0.1,0.1
1,15,6,0.1,0.4641
2,4,3,0.13,0.0792
3,7,1,2.1,0.8888
2,10,6,2.98,0.5535
1,6,5,0.26,0.6536
1,7,4,0.24,0.4357
3,53,50,7.01,0.6291
3,58,7,0.93,0.6569
3,84,83,5.34,0.5903
1,4,3,0.14,0.1549
2,19,10,0.1,0.2818
1,3,1,0.1,0.9292
1,15,10,0.1,0.4906
2,4,2,0.1,0.57
1,23,6,0.45,0.7219
1,8,5,0.1,0.4377
1,3,3,1.98,0.4875
1,9,9,0.35,0.3297
1,4,4,6.55,0.6272
2,11,4,0.15,0.6856
2,3,1,0.62,0.8137
1,5,0,3.77,0.8119
1,3,3,1.29,0.5762
1,15,1,0.33,0.594
1,8,4,0.1,0.3745
1,14,11,0.12,0.0632
2,9,9,0.26,0.3878
1,10,0,3.65,0.9199
1,7,6,0.1,0.3793
2,7,0,0.41,0.9409
1,9,6,0.1,0.5387
2,47,47,1.03,0.6364
1,11,3,0.79,0.6535
1,4,3,0.13,0.2625
1,3,0,0.1,0.522
1,3,3,0.1,0.364
1,45,10,2.8,0.7729
2,44,21,0.53,0.5937
2,7,0,2.41,0.7675
1,11,0,0.18,0.8881
1,6,1,0.14,0.5121
1,30,30,0.1,0.4494
2,8,6,1.05,0.4113
1,5,0,0.1,0.4878
2,8,6,0.33,0.4292
1,4,2,0.45,0.7984
1,3,0,0.46,0.7667
1,6,0,0.17,0.7666
1,21,3,1.13,0.8519
3,10,9,3.26,0.4563
1,3,2,0.26,0.1943
1,5,2,1.21,0.5095
4,95,90,6.63,0.4577
1,4,1,0.18,0.92
1,3,1,1.91,0.7517
2,8,3,0.1,0.6329
2,6,1,5.09,0.9101
6,155,155,9.84,0.5023
1,11,10,0.34,0.5759
1,8,3,0.39,0.676
1,4,3,0.83,0.3428
1,7,7,3.27,0.5022
1,4,4,0.1,0.3886
1,4,2,0.19,0.525
5,9,6,3.93,0.3103
1,7,3,0.41,0.7962
1,18,17,0.1,0.4935
1,3,3,0.29,0.4934
5,10,6,3.95,0.3667
2,18,1,0.43,0.7992
1,7,0,0.1,0.5
2,8,6,0.72,0.4951
1,8,8,0.1,0.1226
2,14,0,0.1,0.6228
1,21,16,0.2,0.5011
2,22,5,1.81,0.4101
2,6,1,0.11,0.6127
2,42,39,3.14,0.6471
2,86,63,1.17,0.601
1,31,22,0.1,0.5881
1,5,4,0.48,0.5017
1,5,4,0.98,0.3478
1,6,0,0.1,0.6819
2,12,0,0.14,0.9585
2,28,28,0.77,0.3714
1,37,34,2.24,0.5046
2,6,3,0.23,0.4136
1,36,0,0.11,0.9481
2,6,0,0.32,0.4375
1,19,18,1.96,0.4916
1,13,4,0.1,0.6727
1,10,0,0.1,0.9107
2,8,5,3.13,0.4938
1,3,0,0.2,0.4781
2,3,0,0.18,0.5276
2,22,6,0.89,0.9241
1,3,1,0.37,0.9533
1,8,8,3.05,0.5938
1,6,2,0.1,0.4883
2,16,15,0.36,0.524
1,13,2,0.51,0.8041
2,6,1,3.73,0.8654
2,3,1,0.1,0.1907
1,3,2,0.1,0.4981
2,4,0,0.18,0.5131
2,9,3,0.41,0.4279
1,5,0,0.21,0.8906
2,21,10,0.79,0.5037
1,6,2,0.1,0.4464
1,4,1,0.1,0.6194
1,16,10,0.73,0.3711
1,11,4,4.41,0.6814
4,16,11,10.0,0.4531
1,7,7,2.07,0.4391
1,17,17,3.94,0.4614
2,20,4,1.69,0.49
2,6,1,0.16,0.8658
1,3,3,0.1,0.0481
1,7,5,0.19,0.4532
1,31,30,0.11,0.3994
2,5,2,0.1,0.3941
1,6,6,3.33,0.4528
3,26,23,1.52,0.3808
2,3,1,1.19,0.8167
2,13,6,0.12,0.358
1,16,13,1.31,0.5135
1,16,16,1.55,0.5006
2,5,2,0.66,0.5293
1,6,4,1.33,0.3074
2,13,5,7.96,0.7308
1,4,3,0.54,0.4625
2,16,9,0.23,0.5082
2,5,1,0.17,0.4599
2,57,6,1.0,0.6346
2,4,2,0.1,0.3377
2,7,1,0.12,0.4899
1,12,4,0.34,0.4963
1,4,2,2.88,0.8228
3,11,0,1.76,0.9175
1,5,5,0.1,0.1783
2,9,3,3.7,0.4025
1,5,1,0.12,0.5732
1,4,0,0.11,0.8708
3,4,4,1.07,0.5266
3,57,36,0.24,0.6125
3,17,3,4.01,0.5963
1,3,3,1.27,0.2067
2,3,1,3.52,0.626
1,9,6,0.68,0.4486
1,3,0,0.1,0.5
2,5,0,0.1,0.653
1,12,0,0.1,0.9
2,17,4,1.0,0.8932
1,4,4,0.75,0.5065
2,17,5,0.68,0.7948
2,4,4,0.1,0.1
1,26,21,4.09,0.4993
2,6,0,0.29,0.6282
3,6,3,3.04,0.5385
1,3,1,0.1,0.9059
1,3,3,1.16,0.5
1,3,3,0.1,0.1226
2,56,37,0.23,0.6148
1,3,3,0.61,0.491
1,3,0,0.19,0.5995
1,3,2,0.14,0.4682
2,6,3,1.06,0.4446
2,51,43,0.92,0.4511
1,4,4,0.34,0.1159
2,11,11,0.39,0.3909
1,3,0,0.41,0.8708
2,5,2,3.66,0.659
1,6,5,0.1,0.1691
2,4,3,1.05,0.4319
1,65,50,0.9,0.59
1,3,2,0.1,0.5833
1,9,1,0.55,0.8209
2,5,1,0.15,0.5039
1,4,0,0.1,0.4971
2,3,0,0.48,0.6343
2,14,12,0.1,0.5435
1,6,5,1.02,0.5085
1,13,11,0.3,0.3102
1,7,2,0.49,0.6
1,12,1,0.75,0.7142
2,12,10,0.12,0.2061
1,79,75,1.87,0.5809
1,3,3,0.1,0.272
1,6,0,0.1,0.8894
2,3,1,0.11,0.5418
6,20,20,9.33,0.5324
2,8,1,0.35,0.8475
2,49,17,4.75,0.8463
1,3,1,0.1,0.7723
1,6,6,0.1,0.4611
1,6,0,0.24,0.7622
1,6,0,0.55,0.9088
2,5,2,1.74,0.5614
2,5,5,1.17,0.6152
1,8,1,0.21,0.501
2,15,4,0.66,0.7812
1,6,0,1.18,0.7751
1,7,1,0.17,0.4404
1,9,8,0.18,0.5278
1,4,4,0.1,0.5353
3,51,17,4.67,0.7303
1,3,1,0.1,0.4167
2,20,8,0.33,0.801
2,15,12,1.34,0.4967
2,5,1,7.32,0.494
1,3,3,0.98,0.3667
3,15,8,0.64,0.3153
1,4,2,0.11,0.439
3,5,1,0.1,0.5229
2,3,3,1.11,0.485
1,6,3,0.1,0.625
3,4,1,0.1,0.493
1,4,2,0.3,0.4155
2,23,22,0.1,0.4284
1,4,2,0.1,0.3436
1,17,9,0.11,0.5
1,3,3,0.1,0.4434
2,5,1,0.1,0.5983
1,3,3,0.36,0.51
4,13,2,3.01,0.8476
2,7,0,0.1,0.5058
1,3,0,0.1,0.9
1,10,4,1.12,0.4829
3,10,3,3.64,0.8035
2,13,1,0.34,0.7885
1,4,2,0.36,0.0814
2,21,21,0.9,0.5026
1,7,7,0.2,0.3257
1,3,3,6.63,0.493
3,7,7,6.76,0.5302
1,47,0,2.14,0.9163
2,3,1,0.1,0.4986
1,5,5,1.71,0.5841
1,13,12,0.1,0.3805
1,23,18,0.67,0.5503
3,28,27,0.66,0.2949
1,8,1,0.22,0.8168
3,9,9,7.11,0.4347
1,5,5,1.48,0.4398
1,9,8,0.29,0.3817
1,9,0,0.13,0.6058
1,77,75,1.83,0.4713
2,15,12,4.46,0.5009
1,5,4,6.9,0.5474
1,3,3,0.14,0.1813
2,3,2,0.2,0.5691
3,9,0,2.27,0.5762
2,5,2,0.51,0.6637
2,11,7,2.09,0.5545
1,54,51,2.22,0.519
3,20,16,4.49,0.5326
1,23,23,1.64,0.5223
1,40,33,2.77,0.2851
1,3,2,0.1,0.1833
2,6,5,0.21,0.3742
2,9,3,0.1,0.4753
1,23,18,0.48,0.5022
2,24,2,0.49,0.8764
2,4,2,2.05,0.8426
1,3,2,1.02,0.4638
3,5,4,0.1,0.3367
1,14,3,3.28,0.8014
2,37,35,2.41,0.4709
1,5,1,0.1,0.916
1,7,5,0.1,0.5555
1,10,9,3.19,0.5386
1,3,2,0.1,0.0996
4,5,0,3.57,0.6424
1,4,0,0.1,0.596
1,3,0,0.1,0.7616
2,76,76,1.76,0.5496
1,3,3,0.19,0.0318
2,13,7,2.11,0.4868
1,7,5,0.27,0.456
1,3,0,0.27,0.6064
3,5,1,2.92,0.8311
2,4,4,0.13,0.367
1,4,4,0.1,0.1
2,4,4,0.14,0.5141
1,5,0,0.1,0.7535
1,18,17,4.38,0.6053
4,8,2,0.33,0.4605
2,3,0,0.14,0.5959
2,18,4,2.54,0.7897
1,4,4,0.1,0.5
2,7,0,0.32,0.9148
1,11,10,0.1,0.2644
1,3,3,0.22,0.4661
1,3,1,0.2,0.5328
1,3,1,3.4,0.5628
1,3,1,0.24,0.451
3,81,81,5.45,0.6113
2,12,5,2.28,0.5125
1,6,6,0.1,0.1
3,42,38,3.18,0.5827
1,6,2,0.37,0.7775
2,14,4,0.45,0.6197
1,16,3,0.1,0.6281
1,5,5,0.52,0.5055
1,55,55,0.63,0.6324
2,3,3,0.12,0.3087
1,5,0,0.3,0.5857
1,6,2,0.14,0.55
1,3,3,0.1,0.5592
1,6,3,2.03,0.8176
1,46,7,4.88,0.9557
2,3,3,0.1,0.0985
1,8,0,0.14,0.8666
1,16,4,1.82,0.7674
1,11,0,0.51,0.7909
2,26,26,1.85,0.5
1,3,1,0.1,0.7812
3,49,2,3.84,0.9357
3,93,90,6.55,0.4703
2,3,3,6.63,0.4167
1,19,15,0.1,0.4474
1,14,0,0.2,0.8586
1,6,1,1.09,0.5692
2,9,3,0.16,0.424
1,3,1,0.1,0.6015
1,23,23,0.1,0.4058
2,4,3,0.1,0.7866
2,5,0,0.16,0.8929
2,3,2,0.1,0.6412
2,20,3,2.7,0.8
1,30,0,0.25,0.7946
1,6,4,0.31,0.341
1,21,20,3.28,0.5619
1,9,2,2.72,0.9103
1,6,0,0.1,0.6495
1,8,1,0.1,0.4688
8,17,16,4.65,0.5237
2,5,2,0.32,0.0642
2,13,6,1.89,0.504
1,5,1,0.1,0.45
2,89,86,1.75,0.5068
2,10,10,6.06,0.2851
2,13,3,0.11,0.7341
2,9,0,0.1,0.9677
2,9,2,0.15,0.4625
2,9,6,0.1,0.2723
1,23,0,0.1,0.8164
1,3,0,0.4,0.9193
3,10,4,0.73,0.6799
3,8,5,3.15,0.259
2,8,0,0.13,0.6762
2,14,1,0.1,0.8842
3,22,3,1.85,0.4628
1,9,9,0.1,0.2623
2,3,3,0.89,0.4723
3,14,6,2.64,0.3562
1,5,5,6.75,0.549
1,3,3,0.85,0.4447
1,4,1,0.1,0.878
1,6,5,0.65,0.7064
1,31,31,0.52,0.5034
5,4,3,6.28,0.53
1,3,0,0.26,0.4805
2,19,18,2.08,0.5194
1,8,2,0.1,0.6497
3,20,2,4.75,0.8644
2,33,0,0.93,0.7742
4,3,3,6.2,0.5276
1,21,21,0.13,0.5135
2,4,2,0.1,0.4316
2,10,0,0.14,0.6063
1,5,3,0.24,0.2123
3,15,15,10.0,0.4433
1,3,0,0.81,0.7768
1,3,0,0.63,0.8286
1,98,97,3.91,0.5228
1,10,1,0.1,0.7127
1,11,11,0.11,0.4985
3,7,6,4.56,0.4229
1,20,20,0.83,0.4703
1,12,0,0.1,0.8636
1,4,0,0.17,0.5912
2,4,0,0.1,0.4798
2,7,6,10.0,0.3985
3,13,9,5.34,0.5069
4,172,164,2.33,0.5348
1,3,2,0.1,0.2259
2,3,1,0.19,0.8343
1,14,2,0.72,0.7538
2,7,1,1.32,0.8484
1,3,3,1.56,0.2697
2,15,8,0.1,0.5767
5,9,9,3.2,0.4885
1,3,0,0.1,0.5
1,12,12,0.59,0.2033
2,5,4,0.1,0.0903
1,21,18,5.02,0.5945
1,5,1,2.97,0.85
1,10,5,0.34,0.465
1,3,3,0.1,0.5039
3,3,1,3.72,0.6423
1,7,5,0.29,0.4687
1,5,3,0.1,0.3348
1,4,2,0.29,0.2015
1,4,3,7.59,0.464
1,3,3,0.12,0.1672
2,8,0,0.23,0.585
1,10,3,0.16,0.5457
1,6,0,0.1,0.6878
4,13,10,5.31,0.5121
2,9,5,0.48,0.417
2,7,5,1.61,0.509
1,9,9,2.94,0.412
2,16,16,9.91,0.4722
1,6,0,0.1,0.5323
1,10,9,2.0,0.4686
1,4,0,0.29,0.7611
1,6,3,0.1,0.5384
4,5,3,1.38,0.6176
1,16,4,0.3,0.4375
1,28,0,0.1,0.7268
4,31,0,0.8,0.8024
1,4,4,0.1,0.5314
2,9,8,6.77,0.5844
2,11,11,5.9,0.2955
1,3,1,0.47,0.4554
1,40,21,0.1,0.6501
1,3,3,0.7,0.5618
4,130,103,6.92,0.683
1,3,0,0.34,0.8607
2,8,0,3.45,0.8988
1,7,2,0.14,0.4085
2,4,3,0.12,0.4509
2,3,2,0.1,0.8719
1,3,1,0.1,0.509
4,11,4,2.69,0.8507
2,4,1,0.1,0.5796
1,3,3,0.36,0.5257
1,16,9,0.35,0.5177
2,18,0,0.1,0.8001
4,12,3,3.12,0.8652
1,3,3,0.56,0.5
1,6,1,0.1,0.6797
1,6,3,0.56,0.6266
1,100,98,9.15,0.4409
2,3,3,1.1,0.3442
1,41,22,0.1,0.6603
3,32,0,1.07,0.8364
2,5,4,0.53,0.4947
1,9,7,0.45,0.4196
3,6,6,3.43,0.4808
2,7,1,0.1,0.6434
1,5,0,0.1,0.9
4,171,165,2.36,0.4965
1,14,6,7.72,0.7514
1,6,5,0.1,0.1666
2,13,5,2.32,0.3105
1,6,6,0.1,0.4528
2,4,4,6.92,0.5504
1,8,8,2.19,0.2356
1,3,3,0.1,0.3183
1,7,2,1.05,0.819
1,4,1,0.18,0.929
1,5,2,0.1,0.48
2,7,1,2.05,0.5786
1,6,5,9.81,0.3373
2,3,3,0.1,0.3707
1,6,1,3.55,0.6467
1,4,4,1.71,0.4197
1,6,1,0.4,0.4634
3,14,10,4.39,0.4686
1,10,9,0.24,0.5037
1,3,3,0.67,0.487
2,3,0,0.1,0.4946
1,6,0,0.1,0.7
1,9,3,0.62,0.637
1,6,4,0.19,0.6647
1,8,2,0.28,0.8898
4,52,48,10.0,0.6492
1,8,2,3.37,0.8919
3,15,2,0.26,0.8061
2,6,0,0.4,0.5124
1,3,1,0.14,0.405
2,4,2,0.13,0.7956
1,12,12,0.27,0.3
1,3,1,0.1,0.5573
1,50,43,0.92,0.4575
1,5,1,0.14,0.6349
1,16,16,4.73,0.5488
1,44,9,0.93,0.9399
1,5,3,0.76,0.4472
2,3,3,0.16,0.5098
2,3,1,1.13,0.7502
2,18,4,0.41,0.5989
2,3,1,0.1,0.467
1,3,3,0.1,0.4671
2,51,17,4.56,0.7976
1,37,37,1.93,0.5743
2,3,1,0.27,0.8705
3,18,17,4.38,0.5344
3,12,9,5.31,0.5125
1,5,2,0.42,0.5623
2,44,10,0.75,0.921
1,7,1,0.1,0.5859
3,6,0,3.28,0.8639
3,7,6,2.92,0.5146
2,5,3,0.19,0.1865
1,14,9,0.25,0.2305
2,8,1,0.19,0.6268
1,7,7,0.46,0.3515
1,11,4,0.93,0.4079
2,5,4,0.18,0.1306
2,10,3,0.13,0.705
1,5,2,3.68,0.6967
1,5,3,0.1,0.429
1,10,1,0.1,0.795
1,3,3,0.1,0.3533
1,8,0,0.29,0.7104
1,5,3,2.63,0.5415
2,15,1,0.65,0.8751
1,5,0,0.1,0.4878
2,5,4,6.77,0.6132
1,8,5,0.51,0.4853
3,7,3,1.16,0.6429
2,16,0,0.36,0.8773
1,5,0,0.25,0.9304
2,10,1,0.33,0.491
2,11,2,0.4,0.8639
1,3,2,0.1,0.4749
1,3,3,0.1,0.0663
2,13,9,5.62,0.4756
1,3,3,0.14,0.5789
1,3,3,0.1,0.1687
1,4,3,0.16,0.2565
1,6,5,0.1,0.1836
1,37,16,1.05,0.657
1,4,1,0.18,0.5244
1,6,2,0.1,0.4517
1,3,1,0.1,0.5246
1,3,2,0.1,0.3855
1,10,6,2.53,0.3735
1,6,3,1.19,0.8405
3,54,38,0.18,0.629
2,11,6,0.11,0.5195
1,10,1,0.24,0.7448
2,5,5,0.1,0.5104
4,21,21,9.05,0.4847
3,11,11,5.76,0.2609
1,31,29,0.1,0.4012
2,3,1,0.25,0.5282
1,6,1,0.31,0.7378
1,6,0,0.21,0.9753
1,32,1,0.1,0.7711
2,4,3,0.38,0.4946
2,3,3,0.12,0.052
2,12,4,4.65,0.7333
1,7,6,0.21,0.5231
1,13,2,0.33,0.818
2,5,1,0.1,0.9311
2,14,4,2.38,0.3061
2,4,1,2.3,0.7982
1,3,0,0.37,0.8231
1,10,6,0.29,0.4395
1,3,1,0.7,0.8167
1,37,0,0.1,0.9351
1,5,4,4.57,0.5322
1,8,8,0.1,0.6048
2,5,1,0.11,0.4277
1,14,1,0.1,0.8787
3,11,4,0.1,0.5745
1,34,7,3.14,0.9785
1,8,8,0.23,0.1923
2,4,0,0.1,0.4942
2,26,7,0.24,0.4908
1,5,2,0.1,0.4121
1,4,2,0.1,0.625
2,49,3,3.76,0.9703
1,30,30,0.1,0.4067
1,24,1,0.41,0.8896
1,5,0,0.12,0.74
1,15,15,0.17,0.5554
1,3,0,0.1,0.6333
1,97,97,8.99,0.4867
2,3,0,0.1,0.877
1,21,9,0.48,0.502
1,6,3,0.23,0.1848
1,13,12,0.15,0.0582
1,5,0,0.1,0.66
1,10,7,0.16,0.466
1,51,43,0.72,0.383
1,12,1,0.2,0.9181
2,63,52,0.88,0.6537
1,4,1,0.51,0.8386
1,8,3,0.26,0.4562
2,4,0,0.14,0.8134
4,17,8,0.43,0.2788
2,10,7,0.22,0.4248
1,10,4,0.24,0.6708
2,3,3,0.98,0.5008
1,7,6,0.17,0.2923
1,5,0,0.1,0.4854
2,9,1,0.36,0.7927
2,4,4,0.29,0.3199
1,7,4,1.63,0.55
1,19,7,0.41,0.8029
1,13,1,3.38,0.9239
3,17,3,4.71,0.952
1,50,8,4.76,0.9804
2,7,1,0.14,0.9014
3,11,4,2.32,0.5254
2,13,1,2.25,0.8891
2,8,1,0.28,0.9269
1,9,9,2.88,0.4919
4,11,10,5.32,0.5648
4,48,2,3.78,0.9614
1,32,22,0.27,0.6403
2,26,24,1.34,0.3962
1,54,28,1.94,0.6668
1,4,1,0.36,0.6316
1,10,9,2.91,0.525
2,22,7,0.59,0.8144
1,4,4,0.1,0.2073
2,21,2,0.79,0.7617
2,7,0,0.53,0.7902
1,8,1,0.26,0.5133
3,11,8,2.33,0.4801
2,3,0,0.12,0.5374
2,3,0,0.47,0.7881
1,14,8,0.52,0.4816
1,8,5,0.26,0.5527
2,8,8,0.9,0.4697
1,7,6,0.18,0.4786
1,3,2,1.13,0.5581
2,3,3,0.15,0.5
3,3,0,3.57,0.8464
2,17,3,0.1,0.8375
1,7,0,0.1,0.644
2,8,6,0.27,0.5005
1,11,2,0.44,0.7612
1,9,9,0.1,0.3686
1,4,4,0.58,0.5
1,12,3,4.61,0.7267
1,10,9,0.1,0.3111
3,12,3,0.1,0.5057
1,9,3,0.1,0.3557
1,3,0,0.27,0.9657
2,13,3,0.79,0.8071
1,47,7,5.13,0.9752
2,3,2,0.1,0.1833
1,3,1,0.1,0.9148
1,14,2,0.1,0.8491
5,53,48,9.98,0.6988
3,9,2,0.4,0.4444
1,6,0,0.1,0.9276
1,12,10,0.27,0.18
3,13,10,0.17,0.3681
1,12,9,0.6,0.5271
1,16,8,0.1,0.5634
1,7,5,0.1,0.202
1,9,2,0.4,0.8714
2,21,9,0.66,0.5387
1,12,11,0.1,0.1208
1,3,0,0.1,0.5396
1,11,4,0.1,0.6452
1,33,4,2.64,0.8441
1,6,5,0.3,0.3408
2,8,6,0.66,0.4964
3,28,23,1.42,0.3468
2,3,2,0.29,0.5098
1,14,3,0.16,0.5734
1,90,86,1.73,0.5156
2,20,3,1.09,0.8533
1,9,4,0.41,0.5665
1,6,1,1.09,0.5882
1,9,7,0.18,0.5102
2,22,10,0.28,0.6032
1,18,8,0.11,0.4556
3,8,4,0.23,0.5939
1,8,4,3.83,0.425
1,5,0,0.1,0.74
1,3,1,1.41,0.8167
1,22,22,0.1,0.4273
2,6,0,0.48,0.9075
4,7,3,4.52,0.7587
3,9,4,1.78,0.2833
1,8,2,0.73,0.7717
1,6,3,0.16,0.071
1,16,0,0.1,0.9664
2,5,5,0.1,0.5499
1,3,1,0.32,0.1956
1,26,4,3.06,0.9115
1,4,4,0.1,0.1649
1,4,0,2.84,0.8274
1,13,0,0.1,0.893
1,12,0,0.1,0.6771
2,5,5,0.13,0.5
1,7,6,0.1,0.1739
3,15,3,0.22,0.7113
2,12,0,0.1,0.8907
1,8,2,0.12,0.7193
2,4,3,0.11,0.4911
3,6,3,3.16,0.3772
1,3,2,0.1,0.3167
1,5,5,0.22,0.4599
1,5,1,0.1,0.7129
3,81,81,5.4,0.6033
3,90,86,3.98,0.5349
3,13,2,0.17,0.7294
2,3,3,0.57,0.5223
3,11,2,0.1,0.6186
2,3,0,0.1,0.5939
1,6,2,0.1,0.6199
1,5,3,0.1,0.3406
2,17,1,0.1,0.8361
4,7,7,3.17,0.4748
3,3,1,0.1,0.1173
1,13,10,3.97,0.4948
2,8,5,1.03,0.4241
1,3,3,0.1,0.5
1,7,6,0.96,0.4691
1,16,15,1.06,0.3517
1,10,10,0.1,0.3
2,4,4,2.93,0.4746
1,10,0,0.1,0.8955
1,7,4,0.16,0.6071
1,10,8,0.71,0.4358
1,30,0,0.88,0.7944
3,6,6,0.61,0.3395
1,6,2,0.11,0.6833
3,10,3,0.15,0.5012
1,37,22,1.52,0.4759
1,28,5,3.33,0.9249
3,3,3,0.95,0.5175
2,5,3,0.18,0.8097
2,7,0,0.1,0.5026
1,4,4,0.27,0.2684
1,7,2,0.37,0.6668
3,4,3,4.49,0.673
3,17,16,10.0,0.4198
1,4,4,0.1,0.3
2,14,5,7.99,0.744
1,4,3,0.1,0.0624
2,6,4,0.1,0.3482
1,17,12,4.77,0.5643
2,53,49,6.97,0.6414
1,9,4,1.03,0.4611
2,66,50,0.82,0.6752
1,14,10,0.1,0.5655
1,5,1,0.22,0.9063
1,4,3,0.1,0.1738
1,8,4,1.52,0.4935
1,5,1,0.61,0.8601
1,14,1,0.1,0.9132
1,14,4,0.32,0.6135
1,6,6,0.13,0.207
3,9,2,0.32,0.4873
2,3,2,7.53,0.4955
2,3,3,0.19,0.498
5,58,4,3.87,0.9267
1,6,6,0.69,0.5139
1,48,8,4.87,0.9883
1,13,11,0.34,0.3094
2,22,6,0.97,0.8533
1,8,8,2.23,0.5007
1,3,3,1.2,0.5437
1,5,4,0.12,0.3486
3,8,1,3.84,0.8481
1,13,9,0.12,0.6134
1,9,9,1.73,0.5021
2,9,9,0.29,0.3196
1,3,1,0.1,0.8387
2,4,4,3.1,0.5198
1,3,1,0.1,0.55
1,10,10,0.11,0.5806
1,25,5,0.1,0.5369
2,3,1,0.1,0.6479
1,4,4,0.1,0.0682
2,9,2,1.11,0.619
1,3,0,0.14,0.5
1,22,22,1.7,0.4419
1,13,12,1.4,0.4584
4,6,6,3.39,0.5329
6,10,4,4.09,0.3736
1,3,2,0.1,0.1073
1,3,2,1.07,0.4092
1,3,0,0.1,0.9889
1,5,2,1.15,0.5925
1,3,0,0.11,0.8597
1,31,31,6.89,0.6162
1,4,2,0.1,0.225
2,6,2,1.89,0.3668
3,6,1,3.6,0.6417
1,8,7,0.24,0.3318
1,31,31,6.62,0.6348
2,10,4,3.39,0.3085
2,9,4,4.5,0.5142
2,9,2,0.62,0.8011
6,19,19,9.22,0.5162
1,3,3,0.1,0.3667
4,5,3,6.32,0.5867
2,8,1,3.66,0.799
1,3,3,0.1,0.5
2,3,2,0.15,0.843
1,4,0,0.1,0.6185
1,7,0,0.1,0.7963
2,7,5,9.94,0.3673
1,7,7,0.12,0.3437
4,22,21,9.25,0.5047
1,9,0,0.19,0.8556
1,7,1,0.1,0.9485
1,17,5,0.1,0.4211
1,5,1,0.25,0.8503
2,57,56,0.49,0.6012
4,83,81,5.28,0.5132
1,5,5,0.81,0.4523
1,3,3,6.83,0.5156
2,5,0,0.14,0.9341
2,6,1,0.1,0.5309
1,7,2,0.18,0.4362
1,20,19,3.24,0.5673
4,4,4,10.0,0.5105
1,5,1,0.1,0.69
2,3,2,1.89,0.45
3,15,0,0.76,0.7696
2,5,0,0.15,0.9277
1,8,4,0.1,0.6376
1,5,5,0.5,0.3514
1,5,1,0.1,0.5753
1,9,9,0.1,0.2016
3,39,33,2.43,0.2951
1,5,5,1.04,0.5333
